household_id,household_size,income_level,property_type,dwelling_area_sqm,has_garden,num_bathrooms,has_dishwasher,has_washing_machine,occupants_children,water_price_per_m3,temperature_c,daily_consumption_liters
2022,4,middle,house,119.6,0,3,0,1,3,1.31,31.7,388.9
2023,2,low,house,121.1,1,1,0,1,2,1.67,15.1,323.0
2024,2,low,house,127.8,0,3,0,1,2,1.05,21.9,287.8
2025,6,middle,apartment,98.6,0,2,1,1,1,1.04,22.0,405.1
2026,3,middle,house,103.4,0,3,1,1,3,1.45,20.6,348.6
2027,1,middle,apartment,89.5,0,2,1,1,2,0.86,34.7,271.5
2028,6,low,apartment,107.2,0,1,0,1,0,1.3,17.5,381.4
2029,2,low,apartment,63.3,0,2,1,1,2,1.0,12.5,239.6
2030,1,low,apartment,115.3,0,2,0,1,1,1.48,17.2,233.2
2031,1,low,house,105.7,0,3,1,1,2,1.68,31.0,286.0
2032,1,high,house,52.2,1,1,0,1,3,0.99,29.0,309.8
2033,2,middle,apartment,91.6,1,2,0,1,0,0.54,23.8,323.5
2034,4,middle,house,39.6,0,2,1,0,3,1.57,37.4,368.9
2035,3,low,apartment,74.5,0,3,1,1,3,1.99,5.8,323.6
2036,5,low,apartment,110.0,0,2,1,0,2,1.84,28.7,372.9
2037,2,low,apartment,122.8,0,3,0,1,0,1.1,17.8,255.4
2038,6,low,apartment,76.8,0,3,0,1,0,2.22,17.5,374.6
2039,5,low,house,59.2,0,3,0,1,1,0.98,36.3,429.0
2040,5,high,apartment,87.0,0,1,1,1,2,1.1,37.2,424.8
2041,2,middle,house,92.1,0,1,0,1,2,0.59,17.2,240.4
2042,2,low,house,52.5,0,2,1,1,2,1.65,20.9,295.4
2043,4,middle,apartment,97.5,0,3,0,1,2,1.47,33.9,379.2
2044,4,low,house,40.9,0,2,0,1,1,2.36,23.4,337.5
2045,1,high,house,30.0,0,1,1,1,1,0.86,28.3,233.6
2046,4,middle,house,133.7,0,1,1,1,3,1.8,35.9,366.9
2047,5,low,apartment,85.3,0,3,1,1,0,1.45,17.8,372.1
2048,3,middle,apartment,58.3,0,1,0,1,3,1.05,25.2,309.4
2049,4,low,house,157.8,1,3,0,1,0,0.56,26.1,409.1
2050,1,middle,apartment,81.5,0,3,1,1,1,1.34,19.6,252.8
2051,3,low,house,119.3,0,2,0,1,2,0.69,18.9,327.0
2052,4,middle,apartment,63.3,0,2,1,1,2,0.63,21.6,348.1
2053,6,middle,house,93.9,1,2,1,0,2,1.65,26.3,451.9
2054,5,middle,house,134.9,0,1,1,1,1,0.61,20.4,384.8
2055,1,low,house,160.0,1,3,1,1,2,1.11,21.7,339.4
2056,6,middle,house,177.4,1,3,1,1,1,2.13,27.8,548.8
2057,2,low,apartment,98.2,1,1,1,1,3,2.34,26.1,355.4
2058,2,low,house,85.3,0,3,0,1,3,1.21,17.5,311.1
2059,3,high,house,128.4,0,3,1,1,3,0.78,24.4,369.1
2060,6,middle,house,81.0,0,3,1,1,1,0.9,33.2,445.0
2061,5,middle,apartment,30.0,1,1,1,1,0,0.54,22.4,403.6
2062,6,low,house,137.3,1,1,1,1,1,2.29,17.9,454.3
2063,5,low,apartment,141.3,0,3,1,1,3,0.69,14.7,420.2
2064,6,low,house,130.4,1,3,1,1,0,0.72,24.6,508.5
2065,1,high,apartment,99.3,0,3,1,1,2,1.85,25.6,274.9
2066,1,high,house,79.3,0,1,1,1,3,1.39,16.0,255.8
2067,2,high,apartment,102.4,0,2,1,1,1,0.98,35.5,327.1
2068,6,low,apartment,114.1,1,2,1,0,3,2.41,28.6,491.8
2069,2,high,apartment,59.6,0,3,1,1,0,2.39,14.5,252.0
2070,2,middle,house,108.7,0,1,0,0,3,2.21,23.4,231.8
2071,1,middle,house,108.1,0,3,0,1,0,0.65,25.3,266.8
2072,2,low,apartment,104.2,0,1,1,1,1,2.16,39.2,270.9
2073,4,high,apartment,93.0,1,3,0,1,2,0.84,18.3,469.5
2074,6,middle,apartment,125.4,0,3,0,1,0,1.54,22.5,426.4
2075,3,middle,house,39.5,0,3,1,1,0,2.39,35.9,328.8
2076,5,middle,house,104.6,1,1,0,1,0,1.61,23.7,384.5
2077,5,high,house,96.9,0,1,1,0,3,1.62,27.3,382.2
2078,6,middle,house,82.0,1,1,1,1,0,1.98,21.2,442.4
2079,3,low,apartment,51.3,1,3,1,1,3,1.66,23.2,413.1
2080,5,low,house,125.3,1,1,0,1,2,1.23,15.6,404.9
2081,3,low,apartment,159.7,0,1,0,1,1,1.75,15.5,290.8
2082,2,high,house,93.6,0,3,1,1,1,1.05,24.2,297.6
2083,5,low,apartment,98.5,0,3,1,0,0,1.36,35.8,412.6
2084,4,middle,house,92.7,0,1,0,1,1,1.69,32.2,332.2
2085,6,middle,apartment,89.1,0,1,1,1,3,2.11,35.0,448.6
2086,1,middle,house,80.3,1,1,1,0,3,2.28,27.8,281.3
2087,1,low,house,52.7,0,1,1,1,2,1.87,14.9,232.1
2088,5,low,apartment,109.1,0,1,0,1,1,1.24,25.2,380.6
2089,6,low,apartment,110.2,1,2,1,1,2,1.5,13.6,466.3
2090,3,middle,apartment,116.5,0,3,0,1,0,2.16,16.1,296.8
2091,6,middle,house,91.2,0,3,1,1,0,2.48,17.8,390.4
2092,3,middle,house,93.3,0,3,1,0,0,2.13,19.5,291.7
2093,5,high,house,163.2,0,2,1,1,1,0.71,28.3,405.0
2094,6,middle,house,62.5,0,2,1,1,1,1.47,13.9,379.5
2095,5,middle,house,49.6,0,3,1,0,3,1.12,22.4,387.5
2096,1,middle,apartment,133.6,0,1,0,1,1,2.21,26.4,161.6
2097,4,high,apartment,150.3,1,3,1,0,3,2.2,20.1,402.8
2098,4,low,apartment,30.0,1,3,0,1,0,1.86,25.8,401.2
2099,1,middle,apartment,131.8,0,2,1,1,3,1.72,32.5,318.0
2100,4,low,house,117.8,0,3,0,1,1,0.96,14.6,347.8
2101,2,low,apartment,100.5,0,2,1,0,1,1.88,17.4,232.1
2102,4,low,house,80.4,0,3,0,1,2,1.21,24.2,381.3
2103,4,low,apartment,66.9,1,1,1,1,0,1.06,20.4,354.1
2104,5,middle,house,121.7,1,2,1,1,1,1.66,19.2,432.4
2105,1,middle,apartment,78.9,0,2,0,0,1,1.54,18.0,225.6
2106,5,middle,apartment,102.7,0,2,0,1,0,1.12,29.4,386.9
2107,5,high,house,83.0,0,2,0,1,2,0.7,16.4,392.8
2108,4,low,apartment,127.0,0,1,1,1,2,1.41,28.2,369.3
2109,3,low,apartment,95.4,0,2,1,1,2,2.22,23.9,341.4
2110,5,middle,house,30.0,1,2,1,1,2,1.49,25.4,447.0
2111,4,high,house,30.0,0,2,1,1,2,1.03,22.0,358.1
2112,5,middle,apartment,103.2,0,3,1,1,2,1.62,17.9,406.6
2113,1,low,apartment,107.1,1,1,1,1,3,1.31,14.8,302.6
2114,6,low,house,144.1,1,3,1,1,1,1.28,24.1,514.7
2115,3,low,apartment,36.9,0,3,1,1,0,2.14,21.4,321.4
2116,4,high,apartment,46.4,1,2,0,1,2,1.84,24.2,379.2
2117,5,low,apartment,136.9,1,1,0,1,3,1.58,23.1,453.4
2118,5,middle,apartment,112.5,0,2,1,1,3,1.42,24.2,375.2
2119,3,middle,house,166.2,0,3,0,0,1,1.73,26.6,309.7
2120,1,low,house,30.0,0,3,1,0,2,1.17,26.2,273.7
2121,3,low,house,87.4,1,2,0,1,3,1.54,22.4,366.7
2122,4,middle,house,81.7,1,1,1,0,3,2.29,31.4,368.4
2123,2,low,apartment,158.4,1,3,0,1,2,2.07,28.1,370.1
2124,6,middle,apartment,121.0,1,2,1,1,2,1.69,22.7,474.4
2125,2,low,apartment,118.9,1,2,1,0,0,1.15,-0.3,269.4
2126,6,middle,apartment,119.6,0,2,1,1,0,0.92,23.1,395.8
2127,6,high,apartment,95.6,1,1,1,0,1,1.94,18.8,407.2
2128,5,middle,house,96.7,0,3,0,0,2,1.98,34.5,379.0
2129,3,low,apartment,95.6,1,1,0,0,1,2.24,9.3,297.0
2130,4,middle,house,164.4,0,2,1,1,3,2.26,30.4,391.9
2131,5,high,house,173.1,1,3,1,1,2,1.48,19.9,463.9
2132,2,middle,apartment,77.0,0,3,0,1,2,1.34,17.0,300.6
2133,4,middle,apartment,58.9,0,2,1,1,3,0.93,18.9,366.6
2134,2,middle,house,93.8,0,1,1,1,0,0.78,18.0,240.3
2135,2,middle,house,68.2,0,3,0,1,2,0.6,26.8,316.4
2136,3,low,apartment,44.9,0,1,0,1,3,2.2,9.6,263.4
2137,5,middle,house,86.1,0,1,1,0,3,1.5,23.6,356.7
2138,5,low,apartment,139.3,0,1,0,1,3,0.81,22.1,362.0
2139,2,high,house,91.2,1,3,0,0,3,1.03,12.5,305.4
2140,2,low,house,109.6,1,2,1,1,0,0.92,16.0,325.7
2141,4,middle,apartment,120.3,0,3,0,0,2,1.95,10.0,344.1
2142,4,middle,apartment,121.1,1,3,1,1,0,2.11,18.6,411.8
2143,1,middle,apartment,139.5,1,3,0,0,0,1.75,16.1,267.8
2144,3,middle,apartment,85.7,0,1,0,1,2,2.47,24.1,263.6
2145,6,low,house,117.7,0,3,0,1,1,2.32,28.5,458.3
2146,5,middle,house,76.4,1,3,1,1,1,0.94,23.8,488.8
2147,1,low,apartment,82.2,1,2,1,1,0,0.96,17.7,302.4
2148,3,middle,house,100.0,0,1,1,1,0,1.45,23.2,300.6
2149,6,low,house,80.0,1,1,1,1,3,2.2,22.2,479.9
2150,5,middle,apartment,107.2,1,1,0,1,2,2.04,14.7,425.8
2151,6,low,house,86.8,0,1,1,1,3,1.03,24.3,427.8
2152,1,low,apartment,92.8,0,2,0,1,0,1.11,22.7,223.6
2153,3,high,house,74.5,0,2,1,1,0,0.61,12.7,313.4
2154,6,middle,house,99.5,0,1,0,1,3,1.6,27.1,406.6
2155,5,middle,house,52.3,1,3,1,1,2,1.76,20.3,480.9
2156,3,low,house,117.6,1,3,1,1,0,0.57,18.3,394.7
2157,6,low,house,71.3,1,2,1,1,0,1.26,26.6,435.0
2158,6,middle,apartment,100.5,1,1,1,1,2,0.81,16.2,455.2
2159,4,low,house,83.0,1,2,0,1,2,0.84,23.0,411.3
2160,6,middle,apartment,126.3,0,1,1,0,2,1.59,30.6,404.6
2161,5,high,apartment,30.0,0,2,1,1,1,1.3,14.5,315.2
2162,4,high,house,97.9,0,3,0,1,2,0.54,27.3,349.5
2163,4,low,apartment,30.0,0,2,1,1,2,1.05,22.9,341.5
2164,4,low,house,193.3,0,3,1,1,3,0.84,26.8,397.2
2165,4,low,apartment,131.7,1,1,0,1,2,2.15,20.5,375.2
2166,3,middle,apartment,54.1,0,2,1,1,2,2.2,21.9,283.5
2167,1,middle,house,48.9,0,2,1,1,0,2.49,24.7,210.4
2168,6,high,apartment,116.8,0,1,0,1,0,2.23,12.3,322.0
2169,4,middle,apartment,44.8,1,1,1,1,3,1.24,22.9,401.0
2170,6,low,apartment,103.9,0,1,0,1,3,2.44,15.1,356.3
2171,5,low,house,83.4,0,2,0,1,3,1.93,22.0,358.2
2172,5,middle,house,77.4,1,1,1,1,2,1.74,13.5,380.3
2173,5,high,house,97.6,0,1,1,0,1,1.11,29.1,367.2
2174,3,middle,house,82.7,0,1,1,0,2,0.54,26.1,321.0
2175,3,middle,apartment,63.9,0,1,0,0,3,2.35,26.9,316.9
2176,5,middle,apartment,107.4,1,2,0,1,1,1.7,21.1,402.1
2177,1,low,house,72.4,0,1,1,1,3,2.0,15.0,237.7
2178,5,low,house,63.9,0,2,0,1,2,1.65,19.2,361.6
2179,6,middle,house,134.9,1,1,0,1,2,0.67,27.9,446.0
2180,2,low,apartment,116.1,0,2,1,0,2,1.35,26.3,282.0
2181,1,middle,house,59.4,0,1,0,1,2,0.94,10.0,231.3
2182,3,low,house,115.8,0,3,1,0,0,1.99,12.9,298.1
2183,6,low,apartment,36.5,1,3,1,0,1,1.08,28.9,473.8
2184,2,high,house,94.7,0,2,0,1,3,2.09,24.7,315.6
2185,5,middle,apartment,59.7,1,1,1,1,0,0.93,26.5,411.3
2186,2,low,apartment,131.4,0,3,1,0,0,1.26,10.5,256.3
2187,3,high,apartment,160.4,0,2,1,1,1,2.07,28.3,326.7
2188,1,high,apartment,175.6,0,2,1,1,1,2.27,22.5,260.3
2189,4,low,house,70.9,0,3,0,1,1,1.97,24.3,358.0
2190,2,low,apartment,122.4,0,2,0,1,1,1.27,38.7,305.6
2191,1,low,house,92.5,0,1,0,1,2,1.7,27.6,252.9
2192,2,low,apartment,127.8,0,3,0,1,1,2.1,22.0,333.4
2193,3,high,house,126.8,0,3,1,1,3,1.35,15.5,335.5
2194,3,middle,apartment,47.5,1,2,1,1,2,2.03,20.1,338.8
2195,1,middle,house,58.9,1,1,1,1,3,2.4,31.2,285.3
2196,3,low,apartment,95.7,1,1,1,0,1,1.53,17.9,350.2
2197,3,low,apartment,93.7,1,1,0,1,3,1.59,21.3,376.4
2198,4,middle,house,133.0,1,3,1,1,0,1.44,28.2,419.2
2199,5,low,house,73.6,1,3,0,1,0,0.92,24.2,433.2
2200,4,middle,apartment,97.0,0,1,0,1,1,2.17,26.9,304.7
2201,2,middle,house,43.8,1,3,1,0,1,1.59,18.0,309.7
2202,6,high,house,111.9,0,1,0,1,1,2.21,20.0,338.0
2203,4,middle,apartment,76.6,1,2,0,1,0,1.64,22.6,379.5
2204,1,low,house,119.7,0,1,0,1,0,2.3,15.7,237.6
2205,6,middle,house,119.9,0,2,0,1,2,1.57,16.4,405.5
2206,6,middle,apartment,79.6,0,3,1,1,2,0.95,18.6,459.0
2207,5,low,house,84.2,0,2,0,1,3,1.67,23.1,373.7
2208,2,high,apartment,119.7,0,3,1,1,0,1.5,35.3,322.0
2209,5,middle,house,116.8,1,1,1,1,3,2.37,22.2,410.4
2210,3,middle,house,71.7,0,2,1,1,1,0.96,15.8,293.0
2211,2,middle,apartment,161.2,1,1,0,1,2,1.49,32.5,372.7
2212,5,middle,apartment,115.9,0,3,0,0,1,1.45,20.5,361.7
2213,1,middle,apartment,111.4,0,3,0,0,2,1.06,18.3,249.4
2214,6,middle,house,68.8,1,3,0,1,2,1.41,30.3,505.5
2215,5,high,apartment,87.0,0,3,1,1,0,1.91,11.0,367.4
2216,1,low,apartment,120.2,0,2,1,1,2,1.53,19.6,235.7
2217,3,middle,apartment,75.9,1,1,1,1,0,1.17,31.9,332.6
2218,3,middle,house,42.9,0,2,0,1,1,1.17,18.9,290.6
2219,3,middle,apartment,114.3,0,3,1,0,1,1.09,21.3,328.1
2220,6,middle,house,93.8,0,3,1,0,3,2.04,15.1,383.6
2221,6,middle,house,142.3,1,1,1,1,2,2.11,26.1,481.8
2222,5,high,apartment,79.1,1,2,1,1,3,1.87,29.8,455.1
2223,6,middle,house,99.8,0,2,0,1,2,1.73,27.4,416.9
2224,6,low,apartment,87.5,0,1,1,0,0,1.03,25.4,372.2
2225,2,low,apartment,146.9,0,2,1,1,1,1.36,26.3,266.1
2226,3,high,apartment,98.4,0,1,1,1,2,0.6,20.7,315.5
2227,4,low,house,103.4,0,3,1,0,0,0.56,31.2,372.9
2228,3,middle,house,108.0,1,3,1,1,2,2.33,36.4,403.0
2229,4,middle,house,49.8,1,2,0,1,2,0.85,24.1,416.3
2230,4,middle,apartment,36.3,0,2,0,0,0,2.26,16.3,291.7
2231,1,middle,apartment,49.3,0,3,0,0,3,0.73,12.8,253.0
2232,6,low,house,85.4,1,1,1,1,0,0.67,32.2,430.4
2233,1,middle,house,135.1,0,3,0,1,0,2.43,25.8,238.7
2234,6,low,apartment,124.9,0,1,1,1,1,0.51,27.0,413.6
2235,1,low,apartment,69.5,0,2,0,1,2,2.46,28.3,242.0
2236,6,middle,house,115.3,1,3,1,1,3,1.12,22.9,495.2
2237,3,middle,house,66.5,0,3,1,1,0,1.64,5.5,282.9
2238,5,middle,apartment,60.5,0,2,1,1,2,1.96,25.4,361.4
2239,1,middle,apartment,104.5,1,2,0,1,0,1.44,19.1,285.7
2240,4,high,house,138.7,1,3,1,1,1,2.06,25.6,425.1
2241,5,low,house,67.0,0,2,1,1,0,0.99,21.5,370.6
2242,2,middle,apartment,64.1,1,1,1,1,2,2.43,22.5,326.8
2243,6,high,apartment,150.5,1,2,0,1,0,0.57,30.2,469.4
2244,5,low,house,97.9,1,3,1,0,1,1.33,28.7,473.9
2245,2,low,house,69.8,0,3,1,1,2,2.47,24.2,299.5
2246,3,middle,house,130.8,0,1,1,1,1,0.5,15.9,293.0
2247,3,middle,apartment,114.0,0,3,1,1,0,1.13,13.0,287.4
2248,3,low,apartment,180.2,1,3,1,1,0,0.68,23.9,419.3
2249,1,middle,house,45.6,1,3,0,1,3,2.32,13.4,297.9
2250,4,low,house,73.4,1,3,1,1,3,1.46,19.1,442.5
2251,6,middle,apartment,54.9,0,2,0,1,0,1.42,18.7,362.5
2252,4,low,apartment,74.5,1,3,1,1,3,1.18,25.9,412.9
2253,6,middle,house,82.4,1,2,1,1,1,0.93,40.1,519.2
2254,6,middle,apartment,156.6,0,1,1,1,3,1.81,41.7,461.5
2255,1,middle,house,189.4,0,1,1,1,1,1.55,28.6,271.4
2256,2,low,house,78.5,1,2,0,1,1,2.32,20.8,305.7
2257,4,low,apartment,95.9,1,1,1,1,0,2.11,13.1,348.8
2258,1,middle,apartment,80.2,0,1,1,1,3,0.83,12.8,229.9
2259,1,low,house,207.6,0,3,1,0,3,1.26,34.5,334.0
2260,1,middle,apartment,136.1,0,1,1,1,0,1.51,24.2,232.5
2261,3,high,house,162.2,1,3,0,1,2,1.83,22.7,391.2
2262,3,middle,apartment,33.1,0,2,1,1,0,1.83,21.4,285.6
2263,6,high,apartment,145.1,0,2,1,1,2,1.35,25.9,413.0
2264,3,high,apartment,53.4,0,1,1,1,0,1.43,16.0,256.1
2265,1,low,house,61.3,0,2,0,1,0,2.42,28.3,226.6
2266,3,low,house,121.2,0,3,1,1,2,0.76,12.9,349.3
2267,1,middle,house,50.4,1,3,1,1,3,1.86,17.3,347.9
2268,1,middle,apartment,50.3,0,3,0,1,0,2.24,14.9,179.5
2269,6,middle,house,93.9,1,2,1,1,0,2.32,12.9,454.7
2270,6,low,apartment,31.0,0,1,1,1,0,1.96,14.1,381.7
2271,5,middle,house,58.7,0,3,0,1,0,1.65,24.8,367.1
2272,2,low,house,51.1,0,1,1,1,0,1.38,39.4,298.2
2273,6,middle,apartment,198.4,1,2,0,1,2,0.5,26.0,472.9
2274,3,high,house,82.7,1,3,1,1,0,0.98,25.5,429.6
2275,4,middle,house,122.5,0,2,0,0,1,2.02,11.1,281.4
2276,5,middle,apartment,121.9,0,2,1,0,2,2.37,24.5,355.0
2277,2,middle,house,72.4,0,3,0,1,1,1.62,25.5,311.4
2278,6,middle,apartment,55.7,1,3,1,1,2,1.57,30.4,500.7
2279,3,middle,apartment,86.7,0,3,0,1,3,2.41,18.7,326.0
2280,1,middle,house,94.4,0,1,1,1,0,0.55,24.8,240.1
2281,4,middle,house,88.4,1,3,0,0,0,0.69,20.4,349.2
2282,5,low,house,138.3,0,3,1,1,2,0.91,25.6,393.1
2283,4,low,house,109.9,1,2,1,1,2,2.35,19.7,410.1
2284,5,middle,apartment,69.2,1,1,1,0,2,1.91,27.7,410.1
2285,3,middle,house,75.5,1,1,1,1,2,1.07,11.3,352.6
2286,6,middle,house,104.4,0,2,1,1,1,1.06,25.7,424.4
2287,5,high,apartment,109.6,0,1,0,1,0,1.76,26.5,347.0
2288,6,middle,apartment,56.7,1,1,1,1,0,1.18,27.5,426.6
2289,1,low,apartment,147.9,1,3,0,1,2,1.49,26.6,321.0
2290,2,middle,house,123.4,0,1,1,1,3,1.9,24.5,273.9
2291,4,middle,house,162.9,0,3,0,1,0,2.26,24.5,337.9
2292,6,middle,house,112.5,0,1,1,1,0,2.11,27.8,385.7
2293,3,middle,house,109.5,0,3,0,0,2,2.24,10.4,293.0
2294,6,middle,house,94.9,0,2,0,1,2,0.71,17.4,413.5
2295,2,low,apartment,96.4,1,2,1,1,3,1.38,27.9,384.1
2296,6,middle,house,91.8,0,2,0,1,2,1.8,20.8,419.2
2297,2,middle,apartment,67.4,0,2,0,1,0,2.11,15.5,225.8
2298,3,low,apartment,30.0,0,1,0,1,2,2.12,15.2,252.5
2299,5,middle,house,214.2,0,2,0,1,2,1.63,21.6,345.1
2300,4,middle,house,33.2,0,3,1,1,3,1.43,36.4,399.4
2301,6,low,apartment,85.5,0,2,0,1,0,2.25,15.6,357.6
2302,4,high,house,87.3,1,2,0,1,3,1.26,6.6,384.8
2303,3,middle,apartment,159.8,1,2,1,1,3,2.05,27.2,408.5
2304,2,middle,house,114.5,0,1,1,0,0,0.87,43.6,253.4
2305,6,middle,apartment,195.3,1,2,1,1,1,2.3,18.0,441.2
2306,2,middle,house,90.5,1,1,0,1,3,0.71,9.4,310.0
2307,1,high,house,30.0,0,3,0,1,3,1.15,32.2,278.7
2308,6,low,apartment,79.3,1,3,1,1,0,1.71,19.7,447.3
2309,5,low,house,145.6,1,3,1,1,2,1.64,31.6,506.3
2310,4,low,apartment,135.2,1,1,0,1,1,2.34,32.3,392.2
2311,4,middle,house,144.8,0,1,1,0,3,0.88,22.0,320.7
2312,1,low,apartment,91.0,1,1,1,1,1,1.07,19.8,257.5
2313,1,low,house,50.1,0,2,1,1,1,1.03,30.9,280.2
2314,4,low,apartment,143.5,1,3,1,1,1,0.95,26.7,394.7
2315,5,middle,house,111.8,0,3,1,1,2,1.97,27.7,409.4
2316,1,middle,house,129.3,1,2,1,0,0,2.41,17.9,287.0
2317,3,middle,house,30.0,1,1,0,1,1,0.7,12.8,337.6
2318,3,low,house,87.2,0,3,1,1,2,1.69,31.9,342.7
2319,3,middle,house,163.2,0,2,0,1,1,1.3,9.6,264.1
2320,4,middle,house,104.0,0,2,0,1,2,0.97,33.6,382.7
2321,5,middle,apartment,135.2,0,3,1,1,2,2.35,32.4,416.6
2322,4,high,apartment,104.7,0,3,0,0,3,1.64,25.3,362.8
2323,6,middle,house,82.9,1,2,1,1,2,1.91,16.7,493.9
2324,1,middle,house,55.9,0,3,1,1,1,0.52,26.3,269.0
2325,4,low,house,148.3,0,3,1,1,0,1.54,6.4,357.8
2326,1,middle,house,99.8,1,3,0,1,2,0.59,38.3,325.3
2327,6,middle,apartment,51.6,0,3,1,1,2,1.46,26.8,471.8
2328,4,high,house,74.1,1,1,0,1,2,1.74,18.7,372.2
2329,6,low,house,72.6,1,3,1,0,3,1.3,20.6,484.7
2330,2,high,house,174.5,0,3,1,1,1,1.94,13.3,296.7
2331,5,middle,apartment,73.9,0,2,1,1,1,0.59,19.2,356.5
2332,2,middle,apartment,121.9,0,3,1,1,2,1.27,21.5,321.4
2333,6,middle,house,129.0,1,3,1,1,3,0.59,23.5,530.4
2334,2,middle,apartment,109.1,0,3,1,1,0,1.82,11.8,251.5
2335,5,low,house,72.4,1,1,0,1,1,2.33,25.4,402.4
2336,1,middle,house,124.7,1,1,1,1,2,1.35,15.8,292.3
2337,1,low,house,105.9,0,2,1,1,1,1.13,31.8,282.0
2338,5,low,apartment,138.4,1,3,1,1,2,0.68,26.9,489.9
2339,2,middle,apartment,89.4,1,3,1,1,1,2.12,20.6,361.8
2340,6,middle,house,117.7,0,3,1,0,3,0.92,32.2,468.0
2341,6,low,house,49.9,1,2,0,1,3,1.88,31.7,498.6
2342,1,low,apartment,102.0,1,3,0,1,2,0.91,21.2,334.3
2343,3,low,apartment,123.8,1,2,1,0,2,1.82,14.4,369.5
2344,3,middle,apartment,91.2,0,2,1,1,0,1.84,19.0,306.2
2345,5,middle,house,89.8,1,3,1,0,0,0.82,37.3,457.7
2346,6,middle,house,112.6,0,2,0,1,2,1.82,25.1,401.7
2347,4,low,house,75.3,0,3,1,1,3,2.26,29.3,391.8
2348,1,middle,apartment,40.0,1,1,0,0,2,0.56,16.7,254.3
2349,5,middle,apartment,91.0,0,1,1,1,3,1.95,25.0,361.3
2350,4,middle,apartment,104.5,0,3,0,1,0,1.67,25.7,358.4
2351,2,middle,house,30.0,0,1,0,1,1,1.31,26.3,255.5
2352,2,low,apartment,121.9,1,2,1,1,1,1.23,27.5,344.9
2353,5,low,apartment,93.1,0,3,1,0,2,1.31,15.7,341.4
2354,6,middle,house,171.9,0,3,0,1,1,2.06,17.2,412.6
2355,6,middle,house,68.4,0,2,0,1,1,1.34,24.4,396.9
2356,6,low,apartment,122.6,0,2,1,0,3,1.41,34.3,410.1
2357,2,low,house,188.0,1,3,1,1,1,1.19,34.3,379.1
2358,5,high,house,119.9,1,1,1,1,1,1.8,26.5,444.7
2359,1,low,apartment,74.8,0,2,0,1,0,1.51,17.4,210.4
2360,1,high,house,62.1,0,2,1,1,2,2.02,7.9,235.0
2361,6,low,house,66.6,0,3,1,0,2,1.54,17.4,412.4
2362,4,high,apartment,130.4,0,1,1,1,1,2.04,14.2,320.7
2363,5,low,apartment,130.8,0,2,1,1,1,1.1,15.2,346.0
2364,5,low,apartment,74.6,0,1,1,1,0,1.5,19.1,328.9
2365,5,middle,house,37.2,1,2,0,1,3,0.9,26.6,433.8
2366,4,middle,house,95.3,0,3,1,1,1,1.54,23.5,349.2
2367,2,middle,house,81.1,0,1,0,1,2,0.96,33.7,296.3
2368,1,middle,apartment,89.9,1,2,0,1,2,0.69,26.0,313.8
2369,3,high,apartment,73.6,1,1,1,1,3,0.9,22.9,381.1
2370,6,middle,apartment,104.3,1,3,1,1,3,0.65,15.0,484.3
2371,4,middle,house,63.6,0,1,1,1,2,0.83,26.7,338.3
2372,6,middle,apartment,81.8,1,2,1,1,2,2.01,27.7,479.4
2373,1,middle,house,75.8,0,1,0,1,3,2.49,18.8,206.6
2374,4,middle,house,41.6,0,3,0,0,0,2.21,21.9,298.3
2375,1,high,apartment,57.8,1,1,1,1,1,1.84,23.1,302.4
2376,6,low,apartment,111.4,0,1,1,1,3,1.05,32.5,433.5
2377,3,middle,house,30.0,1,1,1,1,3,2.5,23.1,330.7
2378,1,middle,apartment,130.0,0,3,1,1,0,2.23,19.7,242.8
2379,4,middle,apartment,135.2,0,2,1,1,2,0.5,21.7,336.1
2380,6,low,house,108.6,0,1,0,1,0,0.54,25.4,399.5
2381,2,high,apartment,39.8,1,2,1,1,2,1.0,25.5,352.9
2382,4,low,house,157.0,0,3,1,1,3,2.4,24.4,350.4
2383,3,high,house,99.1,1,3,0,0,0,1.42,27.2,345.1
2384,5,low,house,71.9,0,2,1,1,1,1.19,21.7,367.3
2385,6,middle,house,41.7,1,1,1,1,3,1.58,22.5,463.1
2386,6,high,apartment,126.6,1,2,0,1,1,2.29,24.9,459.3
2387,5,low,apartment,74.2,0,2,0,0,1,0.58,13.7,341.7
2388,4,middle,apartment,96.7,0,3,0,1,0,1.11,4.8,296.9
2389,4,middle,house,50.5,1,2,0,1,0,1.04,26.3,406.2
2390,5,middle,apartment,132.2,1,1,1,1,0,2.41,18.5,407.9
2391,3,high,apartment,30.0,0,2,1,1,3,2.18,16.0,310.7
2392,4,low,house,69.0,0,1,0,1,3,0.76,17.3,338.5
2393,2,low,house,126.1,1,2,1,1,1,0.91,19.3,340.2
2394,2,middle,apartment,38.4,0,1,0,1,0,1.24,26.7,224.8
2395,2,low,house,101.8,0,2,1,1,3,0.71,17.1,302.9
2396,3,low,house,56.0,0,2,1,1,2,2.4,27.8,322.1
2397,2,middle,house,109.9,0,2,0,1,1,1.49,23.1,281.0
2398,1,middle,house,124.1,0,1,0,0,1,2.18,30.8,245.7
2399,5,low,house,81.0,0,3,1,1,3,1.2,15.8,385.2
2400,4,low,apartment,79.8,0,2,1,1,1,0.72,17.9,343.5
2401,3,middle,house,77.0,0,1,1,1,0,0.99,25.3,309.6
2402,5,middle,house,113.9,0,3,1,1,1,1.99,29.9,422.3
