household_id,household_size,income_level,property_type,dwelling_area_sqm,num_occupants_work_from_home,has_air_conditioner,has_electric_heating,has_ev,num_major_appliances,temperature_c,electricity_price_per_kwh,daily_consumption_kwh
3512,6,middle,apartment,151.9,1,1,0,0,9,29.0,0.256,15.32
3513,2,high,apartment,121.6,2,1,1,0,14,24.3,0.112,12.69
3514,6,middle,house,116.5,1,0,0,0,13,20.7,0.172,13.95
3515,5,low,house,124.6,2,1,0,0,7,18.3,0.216,13.36
3516,5,high,apartment,136.2,2,1,0,0,5,20.3,0.256,14.31
3517,5,middle,house,54.6,1,0,0,1,10,36.0,0.096,13.44
3518,4,middle,house,66.2,0,1,0,0,12,8.6,0.14,10.13
3519,5,low,apartment,35.0,1,1,0,0,6,25.1,0.253,10.16
3520,4,low,apartment,71.9,0,1,0,0,5,12.3,0.17,9.61
3521,1,high,apartment,128.9,0,0,0,1,8,35.5,0.245,10.37
3522,3,low,apartment,74.2,2,0,0,0,6,15.3,0.255,9.09
3523,2,middle,house,84.3,2,1,0,1,10,10.9,0.157,11.91
3524,4,middle,apartment,180.0,1,1,0,0,5,34.6,0.229,12.97
3525,4,middle,apartment,128.4,0,1,1,0,11,23.5,0.292,10.34
3526,5,high,apartment,154.5,1,0,0,0,13,21.9,0.225,14.41
3527,2,middle,house,60.9,2,1,0,0,8,30.0,0.209,10.1
3528,3,middle,apartment,47.2,1,1,1,1,11,19.5,0.083,12.42
3529,2,high,house,122.5,1,0,0,0,5,23.4,0.141,10.32
3530,6,middle,house,35.0,2,1,0,0,7,15.3,0.339,12.02
3531,1,low,house,71.7,1,1,0,0,12,23.2,0.343,7.25
3532,5,high,house,134.3,0,1,0,0,8,17.1,0.149,11.83
3533,5,middle,apartment,68.4,1,0,1,0,5,16.1,0.173,11.0
3534,2,middle,apartment,98.7,2,1,0,0,14,14.4,0.151,12.29
3535,2,low,house,96.4,0,1,0,0,6,28.8,0.097,10.29
3536,4,middle,apartment,62.7,0,1,0,0,12,29.5,0.098,10.44
3537,6,low,house,138.8,0,1,0,0,8,12.7,0.312,12.38
3538,1,low,apartment,76.0,2,1,0,0,5,27.0,0.301,8.0
3539,3,high,apartment,62.2,0,0,0,0,6,27.2,0.141,9.8
3540,1,middle,house,98.6,0,1,0,0,12,17.3,0.27,7.78
3541,5,middle,house,110.4,1,1,0,0,12,11.6,0.253,12.39
3542,2,high,house,120.2,2,0,0,0,6,25.7,0.349,8.88
3543,2,high,house,35.0,0,1,1,0,6,29.8,0.153,9.19
3544,2,low,house,35.0,1,0,0,0,14,18.5,0.346,8.74
3545,1,low,house,166.6,0,0,0,1,11,27.7,0.242,9.66
3546,5,middle,house,98.4,2,0,0,0,14,14.9,0.198,13.4
3547,4,middle,house,118.5,0,1,1,0,6,26.0,0.341,9.81
3548,4,low,house,72.1,0,1,0,0,5,22.6,0.284,8.75
3549,6,middle,apartment,145.1,0,0,0,1,13,50.0,0.307,15.27
3550,2,middle,apartment,116.3,2,0,0,0,5,31.6,0.088,10.88
3551,4,middle,house,105.8,1,1,1,0,11,32.1,0.245,12.27
3552,2,middle,apartment,40.7,1,1,0,0,5,18.5,0.141,7.72
3553,5,middle,apartment,85.1,0,0,0,0,6,20.1,0.2,11.35
3554,5,low,house,35.0,1,1,0,1,11,36.6,0.092,16.92
3555,3,high,apartment,90.1,0,1,1,1,14,33.1,0.19,14.56
3556,4,low,apartment,87.8,0,1,1,1,14,21.9,0.233,15.89
3557,1,low,house,160.8,0,1,0,0,5,25.4,0.311,8.02
3558,5,low,house,129.6,0,0,0,1,11,14.7,0.26,14.41
3559,3,middle,house,153.0,2,1,0,0,6,28.4,0.09,11.39
3560,2,middle,house,153.9,0,1,0,0,11,21.5,0.231,11.68
3561,3,low,house,35.0,1,1,0,0,5,19.2,0.244,9.28
3562,1,middle,apartment,51.8,1,1,0,0,12,-1.5,0.254,8.92
3563,6,low,apartment,197.2,0,1,0,0,5,1.5,0.17,12.62
3564,6,middle,apartment,149.7,0,0,0,0,13,26.1,0.235,14.42
3565,2,middle,apartment,103.4,1,0,0,0,12,22.8,0.3,10.68
3566,5,high,apartment,73.8,1,1,0,0,11,9.1,0.136,13.47
3567,4,middle,house,35.0,0,1,1,1,5,12.3,0.281,11.83
3568,1,high,house,127.0,1,0,1,0,11,20.4,0.239,9.83
3569,3,middle,house,51.0,2,1,0,0,8,12.1,0.186,9.14
3570,1,middle,apartment,118.5,1,1,1,1,7,10.4,0.273,12.61
3571,2,middle,house,94.0,0,0,0,0,10,20.6,0.319,9.84
3572,6,middle,apartment,116.4,0,0,0,0,7,36.1,0.2,13.35
3573,3,middle,apartment,131.1,2,1,1,0,6,26.0,0.254,12.78
3574,2,middle,apartment,66.0,0,1,0,0,14,29.5,0.34,10.5
3575,4,middle,house,101.3,1,0,0,0,8,17.6,0.221,11.62
3576,6,low,apartment,176.6,2,1,0,0,12,28.4,0.196,15.89
3577,5,low,apartment,140.8,2,0,0,0,11,24.8,0.34,13.92
3578,3,middle,house,88.0,0,1,1,0,10,12.4,0.236,9.6
3579,2,middle,apartment,64.9,2,1,0,0,13,15.3,0.146,11.57
3580,3,high,house,145.9,1,1,0,0,6,12.6,0.236,10.67
3581,5,middle,apartment,35.0,1,1,0,0,5,46.9,0.087,13.77
3582,3,middle,house,35.0,2,0,1,0,11,14.9,0.276,11.26
3583,5,high,house,131.3,1,1,1,1,9,23.1,0.343,14.37
3584,2,middle,house,110.9,1,1,0,0,5,33.0,0.159,11.14
3585,2,low,house,130.4,2,1,0,1,8,24.0,0.265,13.0
3586,3,middle,house,142.5,0,1,0,0,10,8.3,0.214,9.59
3587,6,low,house,150.2,1,1,0,0,5,2.7,0.306,12.75
3588,5,low,house,93.3,1,1,0,0,11,17.2,0.143,11.91
3589,6,middle,apartment,182.0,1,1,0,1,7,26.2,0.148,16.75
3590,1,high,house,121.7,1,0,0,0,6,25.9,0.255,8.35
3591,3,middle,house,105.9,2,0,0,0,10,18.4,0.349,12.46
3592,4,middle,house,133.6,2,0,0,0,13,30.4,0.176,11.9
3593,2,middle,apartment,179.3,1,1,0,0,13,25.4,0.105,11.51
3594,4,middle,house,72.1,2,1,0,0,7,25.8,0.263,10.73
3595,2,middle,house,75.1,1,1,0,0,10,12.8,0.246,10.24
3596,3,high,house,35.0,2,0,0,0,14,-0.6,0.295,10.03
3597,6,high,house,78.2,1,1,1,0,14,20.7,0.299,13.33
3598,4,high,apartment,78.2,2,0,0,0,6,32.0,0.132,11.92
3599,1,low,house,141.0,2,0,1,0,12,20.4,0.316,10.67
3600,1,low,apartment,102.3,2,1,0,0,5,2.8,0.256,8.64
3601,4,middle,house,35.0,2,1,0,0,5,32.7,0.137,10.97
3602,4,high,apartment,75.6,2,1,0,0,8,23.7,0.267,11.79
3603,5,low,house,126.2,2,1,0,0,6,15.9,0.259,12.75
3604,6,middle,apartment,35.0,0,0,0,0,11,10.8,0.205,11.61
3605,3,low,house,120.9,2,1,0,0,7,10.6,0.193,11.58
3606,3,low,apartment,50.3,1,1,0,0,5,26.9,0.133,10.05
3607,2,high,house,105.9,2,1,0,0,11,11.9,0.154,11.78
3608,6,low,house,180.3,1,1,1,0,8,37.3,0.271,14.54
3609,2,low,apartment,88.9,2,1,0,0,10,18.3,0.088,10.76
3610,3,high,house,84.5,1,1,0,0,13,12.3,0.117,11.7
3611,3,high,house,106.3,0,1,1,0,11,18.4,0.215,8.25
3612,4,middle,house,81.4,2,0,0,1,12,18.6,0.172,15.67
3613,1,middle,house,104.5,1,1,0,0,8,37.8,0.252,9.28
3614,2,middle,house,111.5,0,0,0,0,11,13.3,0.083,9.96
3615,5,high,apartment,127.6,0,1,1,0,7,22.7,0.12,11.02
3616,3,middle,apartment,152.4,1,1,0,0,9,18.6,0.28,10.13
3617,6,middle,house,98.3,1,1,0,0,8,21.5,0.168,12.29
3618,2,middle,apartment,96.7,1,1,0,0,13,6.3,0.297,10.04
3619,5,low,apartment,116.0,0,1,0,0,13,37.7,0.272,14.52
3620,2,middle,apartment,65.3,1,0,1,0,9,3.6,0.198,11.62
3621,5,middle,house,104.6,1,1,0,1,9,25.5,0.109,15.24
3622,5,high,house,57.5,2,1,1,0,13,8.6,0.262,14.38
3623,5,middle,apartment,101.8,2,1,1,0,13,31.2,0.123,14.82
3624,6,low,house,88.1,1,0,1,0,14,39.9,0.313,14.62
3625,3,middle,house,93.9,2,0,0,0,10,34.6,0.126,11.62
3626,6,high,house,94.9,1,0,0,0,9,24.1,0.292,13.42
3627,6,low,apartment,81.1,1,0,0,0,8,16.8,0.096,13.94
3628,5,low,house,160.1,1,1,0,1,9,18.9,0.13,14.5
3629,3,middle,apartment,102.5,0,0,0,0,13,16.1,0.17,10.16
3630,1,high,house,138.7,1,0,0,0,10,16.5,0.085,10.3
3631,2,middle,apartment,38.5,0,0,0,0,8,-0.6,0.339,7.87
3632,1,high,apartment,104.2,2,1,0,0,8,12.6,0.258,8.84
3633,2,low,house,124.2,1,0,1,1,14,32.9,0.261,13.4
3634,6,middle,house,41.5,0,1,0,0,6,11.1,0.287,12.18
3635,2,middle,apartment,119.2,1,0,0,0,6,23.1,0.103,9.68
3636,3,middle,apartment,144.6,0,1,0,0,5,49.4,0.177,13.45
3637,1,low,apartment,91.3,0,1,1,0,13,24.5,0.081,8.53
3638,4,middle,apartment,74.1,1,1,0,0,10,24.8,0.139,13.06
3639,3,high,apartment,86.3,2,0,0,0,10,22.5,0.325,10.75
3640,6,middle,house,35.0,2,0,1,0,13,13.6,0.122,13.99
3641,1,high,house,120.5,0,1,0,0,10,4.0,0.337,9.71
3642,1,high,apartment,116.4,0,1,0,1,9,23.5,0.196,11.63
3643,4,middle,apartment,111.8,2,1,0,0,12,34.5,0.257,13.54
3644,3,middle,apartment,144.8,2,0,0,0,9,16.2,0.12,11.92
3645,2,low,apartment,121.0,2,1,0,1,12,13.3,0.2,12.59
3646,6,middle,house,129.3,0,1,0,0,7,19.1,0.157,12.38
3647,4,high,house,70.6,1,1,0,0,10,28.6,0.107,12.2
3648,4,high,apartment,142.8,0,0,0,0,7,30.7,0.278,11.8
3649,2,middle,house,122.7,2,0,0,0,6,15.5,0.26,9.8
3650,4,middle,apartment,46.6,0,1,0,0,6,-2.6,0.24,8.06
3651,3,middle,apartment,174.0,1,1,0,0,14,23.6,0.265,12.7
3652,4,middle,house,79.4,1,1,0,0,6,11.0,0.268,8.71
3653,6,low,house,111.5,0,1,0,0,13,17.7,0.213,12.83
3654,5,middle,apartment,137.4,0,0,1,0,7,23.1,0.118,12.21
3655,3,middle,apartment,95.2,0,1,0,0,10,13.1,0.244,8.64
3656,4,high,apartment,88.2,2,0,0,0,6,17.2,0.138,11.53
3657,1,low,house,88.3,1,0,0,0,14,24.6,0.092,9.92
3658,3,low,house,104.4,1,1,0,1,10,17.9,0.147,12.14
3659,3,low,apartment,124.8,0,1,1,0,14,23.3,0.32,10.34
3660,5,low,house,61.9,1,0,0,0,9,25.9,0.211,11.17
3661,1,middle,apartment,144.9,1,0,1,1,9,26.1,0.334,10.74
3662,4,low,house,106.3,2,1,1,0,10,10.6,0.346,13.1
3663,4,middle,house,85.7,0,0,0,0,7,19.8,0.16,10.28
3664,6,high,house,89.9,0,1,0,0,6,32.2,0.112,13.76
3665,5,high,apartment,112.1,2,0,0,1,7,17.5,0.097,16.07
3666,6,high,house,99.2,2,0,1,0,8,7.0,0.193,15.06
3667,2,middle,house,116.6,1,0,0,0,5,28.6,0.142,10.03
3668,4,middle,apartment,124.3,1,0,1,1,8,24.1,0.095,13.59
3669,3,high,house,156.6,0,0,0,0,12,30.2,0.326,10.56
3670,4,low,house,127.2,0,0,1,0,9,12.0,0.267,12.42
3671,2,middle,apartment,97.6,1,1,1,0,12,35.0,0.142,12.92
3672,5,middle,house,147.8,2,1,0,0,5,28.6,0.318,12.98
3673,3,middle,house,118.4,1,1,0,0,12,7.0,0.188,10.92
3674,3,low,apartment,126.7,1,1,1,0,11,-0.7,0.343,13.33
3675,3,middle,house,66.7,0,1,1,0,9,24.4,0.143,9.47
3676,5,middle,house,67.1,1,1,0,0,13,8.0,0.253,13.41
3677,6,low,house,49.0,1,0,1,1,8,26.6,0.168,15.06
3678,1,low,house,99.7,0,0,1,0,13,16.6,0.301,8.09
3679,3,high,house,44.5,1,1,0,1,10,18.5,0.145,12.3
3680,6,middle,apartment,45.7,1,1,0,0,8,9.9,0.12,12.36
3681,3,high,house,170.3,0,1,1,0,9,16.0,0.215,11.43
3682,1,low,house,126.1,0,1,1,0,6,20.8,0.119,6.3
3683,3,low,house,96.8,2,1,0,0,7,16.0,0.35,11.3
3684,2,middle,house,156.4,1,1,1,0,11,22.6,0.337,9.36
3685,3,low,apartment,65.5,1,1,1,0,5,9.3,0.199,10.42
3686,4,middle,apartment,65.5,2,0,0,0,13,19.8,0.306,11.13
3687,6,low,house,117.2,1,0,0,1,6,14.6,0.3,13.74
3688,1,low,apartment,114.8,2,1,1,0,13,19.1,0.313,10.96
3689,4,middle,house,93.3,1,0,1,1,9,26.6,0.315,13.11
3690,3,low,house,150.4,2,1,0,1,5,8.8,0.229,14.26
3691,4,high,house,80.7,1,1,0,0,5,33.5,0.323,11.73
3692,3,middle,apartment,76.1,2,1,0,1,5,26.3,0.273,12.11
3693,2,middle,apartment,73.5,2,0,1,0,14,40.5,0.223,10.75
3694,5,low,apartment,152.2,0,1,0,0,6,16.5,0.1,13.01
3695,5,middle,house,207.3,1,1,0,1,7,0.8,0.25,15.63
3696,5,low,house,99.6,0,0,0,0,13,11.2,0.085,12.27
3697,2,middle,house,106.5,2,1,0,0,12,20.2,0.122,11.66
3698,5,low,house,35.0,1,1,0,0,11,12.6,0.162,10.93
3699,3,middle,apartment,126.6,1,1,1,0,14,30.7,0.276,12.86
3700,1,high,house,35.0,0,0,1,1,11,19.4,0.133,9.3
3701,5,middle,apartment,37.4,1,1,0,0,11,8.7,0.225,10.4
3702,2,high,house,111.1,1,0,0,0,9,33.0,0.188,10.46
3703,3,low,house,91.1,0,0,0,0,9,18.7,0.156,8.96
3704,2,low,apartment,94.9,0,1,0,0,7,5.3,0.34,8.14
3705,3,middle,apartment,124.4,2,1,1,1,14,22.1,0.172,15.63
3706,3,middle,house,69.9,2,0,0,0,13,36.5,0.314,9.56
3707,6,middle,house,69.2,0,0,0,0,9,7.1,0.3,12.21
3708,3,high,house,70.8,1,0,0,0,11,20.7,0.17,9.72
3709,5,middle,apartment,66.3,1,1,1,1,14,14.4,0.105,15.26
3710,3,middle,house,92.3,1,1,0,1,11,18.7,0.296,14.1
3711,6,low,house,37.6,1,1,0,0,10,24.6,0.105,12.61
3712,4,low,apartment,137.1,1,1,0,0,11,28.0,0.12,13.5
3713,6,middle,apartment,116.6,1,0,0,0,11,-3.9,0.209,13.91
3714,5,middle,house,35.0,0,1,0,0,10,28.7,0.266,10.99
3715,1,middle,apartment,146.5,1,0,0,0,5,17.7,0.18,9.01
3716,6,low,apartment,157.5,0,1,0,0,14,7.6,0.343,14.14
3717,6,low,house,170.0,1,0,1,0,8,20.1,0.154,14.31
3718,3,middle,house,35.0,2,1,0,0,5,23.2,0.228,8.37
3719,1,middle,apartment,35.0,1,1,0,0,5,18.8,0.211,7.4
3720,6,middle,apartment,63.9,1,0,0,0,13,15.3,0.131,13.34
3721,4,high,house,148.5,2,0,1,0,12,18.3,0.094,13.18
3722,1,middle,house,163.4,0,1,1,0,9,18.6,0.193,8.98
3723,5,high,house,118.1,0,1,0,0,7,20.5,0.239,10.59
3724,6,low,house,171.6,0,0,1,0,13,6.3,0.18,15.46
3725,4,middle,apartment,160.1,2,1,1,0,10,19.5,0.146,13.01
3726,3,low,house,51.5,2,1,0,0,14,26.9,0.104,10.71
3727,4,middle,apartment,85.0,0,1,0,0,12,29.8,0.282,11.79
3728,2,low,house,35.0,2,1,1,0,12,17.7,0.085,10.42
3729,4,middle,house,113.2,0,1,1,1,12,33.1,0.188,16.47
3730,5,middle,house,141.0,1,0,1,0,8,23.9,0.175,12.1
3731,6,middle,house,172.0,0,0,1,0,7,11.3,0.206,14.42
3732,2,low,apartment,110.8,2,0,0,0,5,29.7,0.214,8.98
3733,5,low,apartment,77.4,1,0,1,0,5,15.5,0.18,12.36
3734,3,low,apartment,62.1,0,1,0,0,8,2.6,0.161,8.29
3735,4,low,apartment,47.3,2,1,0,0,13,9.4,0.127,12.24
3736,2,middle,house,61.4,0,0,0,0,12,4.4,0.235,7.88
3737,6,middle,house,61.5,1,0,1,0,12,14.5,0.13,13.64
3738,6,middle,house,121.3,2,0,0,0,12,17.3,0.098,15.94
3739,5,middle,house,51.6,0,0,0,0,14,35.8,0.244,11.37
3740,1,middle,house,45.5,1,1,0,0,11,28.9,0.321,8.89
3741,3,high,apartment,143.1,2,1,0,0,11,13.2,0.246,11.73
3742,5,middle,house,195.5,2,0,0,0,11,23.6,0.348,13.79
3743,6,middle,apartment,128.4,1,0,1,1,5,11.7,0.119,16.24
3744,3,middle,house,51.9,0,1,0,0,12,13.7,0.249,8.93
3745,1,middle,house,109.8,2,0,1,1,5,33.1,0.347,10.74
3746,3,low,house,35.0,2,1,0,0,5,9.6,0.198,10.94
3747,5,middle,house,102.2,2,1,0,0,7,26.7,0.133,12.68
3748,6,middle,house,103.3,2,1,0,0,7,18.6,0.133,12.61
3749,5,middle,apartment,69.1,0,1,0,0,14,15.9,0.308,11.85
3750,1,low,apartment,113.7,1,1,0,0,7,23.1,0.194,8.02
3751,2,low,apartment,77.2,0,0,0,0,13,3.5,0.177,10.37
3752,1,low,house,74.8,2,1,0,0,9,41.4,0.098,11.3
3753,3,low,house,35.0,0,1,0,0,14,29.2,0.125,11.66
3754,1,high,house,45.4,2,1,1,0,14,4.2,0.155,11.65
3755,4,middle,house,129.6,2,0,0,0,6,15.5,0.329,12.21
3756,5,low,apartment,152.9,2,0,1,0,12,21.2,0.104,13.82
3757,1,low,house,119.8,0,0,0,0,12,41.6,0.119,8.65
3758,2,middle,house,103.6,0,0,1,0,6,24.6,0.105,8.79
3759,6,low,apartment,48.8,2,1,1,0,14,13.3,0.098,15.39
3760,3,middle,apartment,64.0,1,1,0,1,7,26.2,0.172,13.28
3761,5,high,house,69.1,0,1,1,0,5,13.8,0.158,11.09
3762,2,middle,house,155.4,2,0,1,1,9,31.5,0.263,12.5
3763,4,middle,apartment,40.2,2,1,1,0,9,16.9,0.085,9.8
3764,3,low,house,68.7,2,1,0,1,7,24.7,0.187,12.98
3765,2,middle,apartment,75.7,2,1,1,0,10,23.4,0.085,9.43
3766,3,low,house,142.9,1,1,0,0,5,25.0,0.253,11.08
3767,1,high,apartment,117.7,0,1,1,0,13,22.9,0.294,8.53
3768,2,high,apartment,47.1,2,1,1,0,12,-0.3,0.198,12.96
3769,4,middle,apartment,35.0,2,0,1,0,14,12.7,0.277,12.27
3770,3,high,house,76.4,2,0,0,0,11,30.6,0.123,10.95
3771,4,middle,house,130.1,2,1,0,1,12,21.2,0.341,13.67
3772,3,low,apartment,110.0,2,0,0,0,6,22.8,0.219,8.85
3773,5,middle,house,35.0,0,1,0,0,10,24.9,0.244,12.76
3774,5,middle,house,73.7,1,0,0,0,12,6.9,0.096,13.47
3775,1,low,house,142.9,1,1,0,1,14,26.9,0.208,13.09
3776,6,middle,house,138.7,2,0,0,0,8,20.4,0.341,12.67
3777,2,high,apartment,122.6,1,0,0,0,6,8.3,0.091,9.92
3778,1,middle,apartment,74.9,1,0,0,0,10,12.0,0.336,9.64
3779,2,high,house,129.6,0,1,0,1,14,24.6,0.175,13.47
3780,3,middle,house,99.0,0,0,1,0,8,26.7,0.127,9.44
3781,6,middle,apartment,115.5,0,1,0,0,9,15.6,0.097,12.63
3782,6,middle,house,116.5,2,1,0,0,13,42.8,0.278,17.53
3783,5,low,house,87.3,1,1,1,0,9,20.3,0.305,11.18
3784,2,middle,apartment,123.5,0,1,1,0,9,27.8,0.283,9.2
3785,1,high,house,124.3,0,1,1,0,8,27.5,0.235,8.05
3786,5,middle,apartment,120.4,2,1,0,0,8,13.0,0.256,13.0
3787,5,low,house,115.6,0,1,0,0,5,32.3,0.225,13.95
3788,4,middle,apartment,94.4,0,1,1,0,8,42.2,0.256,14.99
3789,6,low,house,47.2,0,0,0,0,6,12.7,0.145,12.16
3790,4,low,house,133.1,1,0,0,0,13,30.4,0.125,13.05
3791,1,high,apartment,128.1,1,0,1,0,10,13.2,0.18,9.58
3792,4,middle,apartment,162.6,0,1,1,1,11,26.1,0.138,14.8
3793,5,middle,house,177.2,2,1,1,0,10,15.9,0.337,13.71
3794,4,low,house,59.1,1,1,1,0,6,8.6,0.087,10.21
3795,1,low,house,139.8,1,1,0,0,11,-2.3,0.101,8.77
3796,2,low,apartment,89.6,0,0,1,0,10,4.8,0.241,11.64
3797,2,high,apartment,84.2,0,0,1,0,5,9.5,0.119,10.33
3798,6,low,house,161.2,1,1,0,0,5,1.5,0.217,12.8
3799,5,middle,house,62.4,0,1,0,0,7,7.0,0.274,10.39
3800,1,low,apartment,86.9,1,0,0,0,11,26.0,0.084,9.76
3801,4,low,apartment,127.4,1,1,1,0,11,29.3,0.29,12.11
3802,2,middle,house,86.9,1,0,1,1,11,-0.0,0.334,14.52
3803,6,high,house,79.3,1,1,0,0,10,3.2,0.085,14.27
3804,6,middle,house,123.7,1,1,1,1,12,27.4,0.317,16.47
3805,4,low,apartment,78.7,1,0,1,0,14,18.6,0.225,12.29
3806,6,low,house,110.1,1,1,0,0,13,14.8,0.341,12.64
3807,6,low,apartment,112.7,1,0,0,0,12,11.0,0.329,13.88
3808,1,middle,house,61.5,1,1,1,0,5,3.7,0.274,8.99
3809,3,middle,apartment,59.8,2,0,0,0,7,3.8,0.322,10.66
3810,1,low,house,100.2,1,0,0,0,10,23.9,0.144,8.06
3811,3,low,house,102.8,1,1,0,0,8,13.7,0.291,10.27
3812,6,low,apartment,109.4,0,1,0,0,11,1.7,0.278,13.18
3813,3,middle,apartment,252.7,1,1,1,0,11,22.0,0.271,11.84
3814,1,high,house,102.3,0,1,0,0,6,33.0,0.275,7.72
3815,1,low,house,50.3,1,0,1,0,8,31.9,0.162,7.39
3816,5,low,house,137.2,1,1,0,0,14,5.4,0.322,11.95
3817,2,high,apartment,96.6,1,0,0,0,6,6.4,0.316,8.59
3818,1,middle,house,35.0,1,1,0,0,11,19.8,0.165,7.66
3819,1,middle,house,98.7,0,0,0,0,7,17.6,0.221,7.02
3820,1,middle,house,109.0,2,0,0,0,6,4.2,0.189,8.19
3821,3,low,house,134.3,1,0,0,0,14,26.1,0.269,11.75
3822,4,middle,apartment,91.7,2,1,0,0,5,15.6,0.265,10.97
3823,3,middle,apartment,145.7,2,0,1,0,9,18.9,0.145,11.6
3824,1,low,house,139.2,0,1,0,0,13,18.9,0.193,8.67
3825,4,low,house,147.0,1,0,1,0,6,11.2,0.144,11.93
3826,3,middle,apartment,110.1,1,1,1,0,14,22.8,0.346,11.57
3827,4,middle,house,112.9,0,1,0,1,8,11.5,0.172,13.68
3828,4,low,apartment,74.7,1,0,0,0,9,20.4,0.192,10.1
3829,5,middle,apartment,35.0,1,1,0,0,5,26.3,0.188,12.2
3830,4,high,house,104.7,2,1,0,0,13,-1.3,0.215,12.9
3831,2,middle,house,116.4,0,1,0,0,5,23.3,0.105,8.42
3832,1,low,apartment,181.4,1,1,0,1,6,18.9,0.34,10.89
3833,4,high,house,81.2,2,1,1,0,8,3.2,0.324,13.67
3834,4,middle,house,125.0,1,1,0,0,7,18.3,0.322,10.9
3835,4,middle,house,129.9,0,0,0,0,11,19.1,0.174,12.22
3836,3,middle,apartment,108.3,2,1,0,0,13,20.4,0.138,12.69
3837,4,high,house,111.1,0,1,1,0,11,30.7,0.161,11.34
3838,4,middle,house,115.5,2,0,1,0,13,37.1,0.194,11.89
3839,1,high,house,167.6,2,0,1,0,5,26.9,0.093,9.83
3840,6,middle,house,84.6,2,1,0,0,9,16.5,0.172,13.7
3841,1,high,house,91.3,1,1,0,0,10,22.5,0.181,9.2
3842,6,middle,house,79.0,2,0,0,0,8,11.2,0.268,11.8
3843,3,middle,apartment,120.8,2,1,0,0,10,14.1,0.14,11.42
3844,1,middle,apartment,128.3,1,0,0,0,14,42.0,0.193,10.9
3845,4,low,house,84.0,1,1,0,0,13,9.5,0.097,11.8
3846,6,middle,apartment,147.2,2,1,0,0,6,14.8,0.228,14.8
3847,2,low,house,131.0,2,1,0,0,12,31.3,0.282,12.57
3848,6,high,house,130.8,0,0,0,0,7,21.8,0.265,12.09
3849,4,middle,house,105.4,2,0,0,1,5,17.2,0.093,13.51
3850,3,middle,apartment,96.0,1,1,0,0,7,12.3,0.185,11.43
3851,2,middle,house,130.6,2,0,0,0,7,-4.5,0.113,10.36
3852,3,low,house,37.5,2,1,0,0,11,5.9,0.317,11.06
3853,4,low,apartment,72.6,1,1,1,0,9,12.9,0.113,13.3
3854,2,middle,apartment,38.3,1,0,0,1,11,27.2,0.215,11.94
3855,1,middle,house,109.0,1,1,0,0,12,17.0,0.33,8.03
3856,4,low,house,82.1,2,0,0,0,14,28.5,0.088,12.08
3857,3,middle,apartment,88.8,2,1,1,0,14,25.0,0.257,11.19
3858,4,middle,apartment,50.5,2,0,0,1,10,27.1,0.341,12.83
3859,3,high,house,155.0,0,1,1,1,10,22.8,0.244,12.46
3860,4,high,house,36.4,1,0,1,1,5,-0.8,0.342,14.58
3861,6,high,house,103.2,2,1,0,0,10,17.0,0.259,14.4
3862,3,middle,house,148.8,2,1,0,1,7,22.8,0.344,14.83
3863,4,low,house,43.9,2,0,0,0,12,0.8,0.204,12.25
3864,2,middle,house,102.4,2,0,1,0,12,46.9,0.173,13.3
3865,2,low,house,171.8,1,0,1,0,11,32.4,0.213,10.06
3866,2,middle,house,149.3,1,0,0,0,12,20.2,0.291,10.05
3867,3,middle,apartment,99.8,0,0,0,0,8,18.7,0.309,10.36
3868,2,low,house,91.5,0,1,0,0,7,12.2,0.104,7.81
3869,5,high,apartment,162.2,0,1,0,0,13,23.1,0.128,13.56
3870,4,high,house,108.3,1,0,1,0,14,39.4,0.255,12.92
3871,1,middle,house,155.6,0,0,0,0,10,21.3,0.123,9.68
3872,2,high,house,112.9,2,0,0,0,9,36.5,0.259,10.71
3873,4,low,house,110.5,2,0,0,0,6,13.2,0.088,10.59
3874,6,middle,house,63.1,1,0,0,1,14,11.4,0.242,15.59
3875,4,middle,house,97.6,2,1,0,0,12,19.8,0.234,12.22
3876,4,middle,house,105.9,2,0,1,0,14,15.8,0.158,14.74
3877,4,high,house,85.8,1,1,0,0,11,20.9,0.208,11.5
3878,3,middle,house,109.8,2,1,0,0,9,24.2,0.087,11.67
3879,3,low,apartment,49.7,1,0,0,0,10,16.6,0.298,9.79
3880,4,high,apartment,161.8,2,1,0,1,8,12.9,0.324,14.64
3881,2,low,house,73.7,1,1,0,0,6,8.3,0.127,8.75
3882,4,low,apartment,74.1,0,0,0,0,14,18.7,0.217,11.05
3883,2,middle,apartment,113.3,0,1,0,0,5,26.8,0.282,7.71
3884,6,middle,house,98.7,1,0,0,0,5,15.5,0.083,11.34
3885,2,middle,apartment,78.2,2,0,0,0,9,30.3,0.209,9.58
3886,4,middle,house,46.1,2,1,1,0,10,26.9,0.329,11.51
3887,3,middle,apartment,128.3,1,1,1,0,14,19.5,0.171,12.85
3888,1,middle,house,131.3,0,0,0,1,7,19.7,0.107,11.75
3889,4,low,house,125.9,1,1,0,0,10,35.2,0.107,14.09
3890,5,low,house,55.1,1,1,1,1,13,28.9,0.092,15.8
3891,6,middle,house,126.4,0,1,0,0,6,23.2,0.095,13.73
3892,1,middle,house,151.6,2,1,1,0,7,6.9,0.127,10.9
3893,5,middle,apartment,35.0,0,1,0,0,13,30.8,0.3,11.09
